State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Gujarat,AHMADABAD,Gram,2009,Rabi       ,4400,2500,0.57
Gujarat,AHMADABAD,Gram,2010,Rabi       ,4400,3300,0.75
Gujarat,AHMADABAD,Gram,2011,Rabi       ,29700,20800,0.7
Gujarat,AHMADABAD,Gram,2012,Rabi       ,15700,11300,0.72
Gujarat,AHMADABAD,Gram,2013,Rabi       ,19282,17724,0.92
Gujarat,AHMADABAD,Gram,2014,Rabi       ,23172,19476,0.84
Gujarat,AHMADABAD,Gram,2015,Rabi       ,8087,5607,0.69
Gujarat,AHMADABAD,Gram,2016,Rabi       ,19625,13889,0.71
Gujarat,AHMADABAD,Gram,2017,Rabi       ,42968,44682,1.04
Gujarat,AHMADABAD,Gram,2018,Rabi       ,37344,27278,0.73
Gujarat,AHMADABAD,Gram,2019,Rabi       ,37936,33974,0.9
Gujarat,AHMADABAD,Groundnut,1997,Kharif     ,500,600,1.2
Gujarat,AHMADABAD,Groundnut,1997,Summer     ,100,100,1
Gujarat,AHMADABAD,Groundnut,1998,Kharif     ,700,900,1.29
Gujarat,AHMADABAD,Groundnut,1998,Summer     ,400,600,1.5
Gujarat,AHMADABAD,Groundnut,1999,Kharif     ,1200,400,0.33
Gujarat,AHMADABAD,Groundnut,1999,Summer     ,400,700,1.75
Gujarat,AHMADABAD,Groundnut,2000,Kharif     ,700,200,0.29
Gujarat,AHMADABAD,Groundnut,2000,Summer     ,100,200,2
Gujarat,AHMADABAD,Groundnut,2001,Kharif     ,1300,1800,1.38
Gujarat,AHMADABAD,Groundnut,2001,Summer     ,100,100,1
Gujarat,AHMADABAD,Groundnut,2002,Kharif     ,2100,1100,0.52
Gujarat,AHMADABAD,Groundnut,2002,Summer     ,100,200,2
Gujarat,AHMADABAD,Groundnut,2003,Kharif     ,100,300,3
Gujarat,AHMADABAD,Groundnut,2004,Kharif     ,100,100,1
Gujarat,AHMADABAD,Groundnut,2005,Kharif     ,100,200,2
Gujarat,AHMADABAD,Groundnut,2006,Kharif     ,200,200,1
Gujarat,AHMADABAD,Groundnut,2006,Summer     ,100,200,2
Gujarat,AHMADABAD,Groundnut,2007,Kharif     ,100,200,2
Gujarat,AHMADABAD,Groundnut,2007,Summer     ,100,200,2
Gujarat,AHMADABAD,Groundnut,2008,Kharif     ,200,300,1.5
Gujarat,AHMADABAD,Groundnut,2008,Summer     ,200,300,1.5
Gujarat,AHMADABAD,Groundnut,2009,Kharif     ,100,100,1
Gujarat,AHMADABAD,Groundnut,2010,Kharif     ,100,100,1
Gujarat,AHMADABAD,Groundnut,2011,Kharif     ,200,300,1.5
Gujarat,AHMADABAD,Groundnut,2012,Kharif     ,100,100,1
Gujarat,AHMADABAD,Groundnut,2013,Kharif     ,67,202,3.01
Gujarat,AHMADABAD,Groundnut,2014,Kharif     ,74,150,2.03
Gujarat,AHMADABAD,Groundnut,2015,Kharif     ,131,188,1.44
Gujarat,AHMADABAD,Groundnut,2016,Kharif     ,78,128,1.64
Gujarat,AHMADABAD,Groundnut,2016,Summer     ,10,18,1.8
Gujarat,AHMADABAD,Groundnut,2017,Kharif     ,104,254,2.44
Gujarat,AHMADABAD,Groundnut,2018,Kharif     ,35,48,1.37
Gujarat,AHMADABAD,Groundnut,2019,Kharif     ,22,61,2.77
Gujarat,AHMADABAD,Groundnut,2019,Summer     ,5,12,2.4
Gujarat,AHMADABAD,Guar seed,2000,Whole Year ,3300,700,0.21
Gujarat,AHMADABAD,Guar seed,2001,Whole Year ,3500,1500,0.43
Gujarat,AHMADABAD,Guar seed,2002,Whole Year ,2600,800,0.31
Gujarat,AHMADABAD,Guar seed,2003,Whole Year ,400,300,0.75
Gujarat,AHMADABAD,Guar seed,2004,Whole Year ,400,300,0.75
Gujarat,AHMADABAD,Guar seed,2005,Whole Year ,200,100,0.5
Gujarat,AHMADABAD,Guar seed,2006,Whole Year ,1000,400,0.4
Gujarat,AHMADABAD,Guar seed,2007,Whole Year ,100,100,1
Gujarat,AHMADABAD,Guar seed,2008,Whole Year ,1200,400,0.33
Gujarat,AHMADABAD,Guar seed,2009,Whole Year ,200,100,0.5
Gujarat,AHMADABAD,Guar seed,2010,Whole Year ,300,200,0.67
Gujarat,AHMADABAD,Guar seed,2011,Whole Year ,600,400,0.67
Gujarat,AHMADABAD,Guar seed,2012,Whole Year ,10600,6400,0.6
Gujarat,AHMADABAD,Guar seed,2013,Whole Year ,13468,11933,0.89
Gujarat,AHMADABAD,Guar seed,2014,Whole Year ,6227,4817,0.77
Gujarat,AHMADABAD,Guar seed,2015,Whole Year ,5415,3348,0.62
Gujarat,AHMADABAD,Guar seed,2016,Whole Year ,5248,3499,0.67
Gujarat,AHMADABAD,Guar seed,2017,Whole Year ,5154,3428,0.67
Gujarat,AHMADABAD,Guar seed,2018,Whole Year ,3288,2466,0.75
Gujarat,AHMADABAD,Guar seed,2019,Kharif     ,400,440,1.1
Gujarat,AHMADABAD,Jowar,1997,Kharif     ,42500,33500,0.79
Gujarat,AHMADABAD,Jowar,1997,Rabi       ,2000,1700,0.85
Gujarat,AHMADABAD,Jowar,1998,Kharif     ,58400,48200,0.83
Gujarat,AHMADABAD,Jowar,1998,Rabi       ,2500,2000,0.8
Gujarat,AHMADABAD,Jowar,1999,Kharif     ,64200,86900,1.35
Gujarat,AHMADABAD,Jowar,1999,Rabi       ,2800,2500,0.89
Gujarat,AHMADABAD,Jowar,2000,Kharif     ,9600,6100,0.64
Gujarat,AHMADABAD,Jowar,2000,Rabi       ,300,100,0.33
Gujarat,AHMADABAD,Jowar,2001,Rabi       ,100,100,1
Gujarat,AHMADABAD,Jowar,2002,Rabi       ,200,100,0.5
Gujarat,AHMADABAD,Jowar,2004,Kharif     ,1400,1300,0.93
Gujarat,AHMADABAD,Jowar,2005,Kharif     ,800,900,1.13
Gujarat,AHMADABAD,Jowar,2006,Rabi       ,1300,1100,0.85
Gujarat,AHMADABAD,Jowar,2007,Kharif     ,5000,6600,1.32
Gujarat,AHMADABAD,Jowar,2008,Kharif     ,12800,16200,1.27
Gujarat,AHMADABAD,Jowar,2010,Kharif     ,200,200,1
Gujarat,AHMADABAD,Jowar,2010,Rabi       ,1000,1100,1.1
Gujarat,AHMADABAD,Jowar,2011,Rabi       ,9000,9600,1.07
Gujarat,AHMADABAD,Jowar,2017,Rabi       ,407,538,1.32
Gujarat,AHMADABAD,Maize,1997,Whole Year ,600,1000,1.67
Gujarat,AHMADABAD,Maize,1998,Kharif     ,1300,2200,1.69
Gujarat,AHMADABAD,Maize,1999,Kharif     ,2400,3100,1.29
Gujarat,AHMADABAD,Maize,2000,Kharif     ,500,400,0.8
Gujarat,AHMADABAD,Maize,2001,Kharif     ,1500,3100,2.07
Gujarat,AHMADABAD,Maize,2002,Kharif     ,2700,4600,1.7
Gujarat,AHMADABAD,Maize,2003,Kharif     ,700,1200,1.71
Gujarat,AHMADABAD,Maize,2005,Kharif     ,200,300,1.5
Gujarat,AHMADABAD,Maize,2009,Kharif     ,300,300,1
Gujarat,AHMADABAD,Maize,2010,Kharif     ,100,200,2
Gujarat,AHMADABAD,Maize,2016,Kharif     ,30,50,1.67
Gujarat,AHMADABAD,Maize,2016,Summer     ,80,169,2.11
Gujarat,AHMADABAD,Maize,2017,Rabi       ,1001,2278,2.28
Gujarat,AHMADABAD,Maize,2017,Summer     ,45,95,2.11
Gujarat,AHMADABAD,Maize,2019,Kharif     ,5,7,1.4
Gujarat,AHMADABAD,Moong(Green Gram),1997,Kharif     ,2300,1200,0.52
Gujarat,AHMADABAD,Moong(Green Gram),1998,Kharif     ,2400,1300,0.54
Gujarat,AHMADABAD,Moong(Green Gram),1999,Kharif     ,2400,1300,0.54
Gujarat,AHMADABAD,Moong(Green Gram),2000,Kharif     ,2300,1200,0.52
Gujarat,AHMADABAD,Moong(Green Gram),2001,Kharif     ,2500,1200,0.48
Gujarat,AHMADABAD,Moong(Green Gram),2002,Kharif     ,2100,600,0.29
Gujarat,AHMADABAD,Moong(Green Gram),2003,Kharif     ,2300,1400,0.61
Gujarat,AHMADABAD,Moong(Green Gram),2004,Kharif     ,1100,500,0.45
Gujarat,AHMADABAD,Moong(Green Gram),2005,Kharif     ,4500,2700,0.6
Gujarat,AHMADABAD,Moong(Green Gram),2006,Kharif     ,1800,600,0.33
Gujarat,AHMADABAD,Moong(Green Gram),2007,Kharif     ,1800,1000,0.56
Gujarat,AHMADABAD,Moong(Green Gram),2008,Kharif     ,2300,1000,0.43
Gujarat,AHMADABAD,Moong(Green Gram),2009,Kharif     ,2000,800,0.4
Gujarat,AHMADABAD,Moong(Green Gram),2010,Kharif     ,2000,900,0.45
Gujarat,AHMADABAD,Moong(Green Gram),2010,Summer     ,1000,500,0.5
Gujarat,AHMADABAD,Moong(Green Gram),2011,Kharif     ,1900,900,0.47
Gujarat,AHMADABAD,Moong(Green Gram),2011,Summer     ,400,300,0.75
Gujarat,AHMADABAD,Moong(Green Gram),2012,Kharif     ,800,400,0.5
Gujarat,AHMADABAD,Moong(Green Gram),2012,Summer     ,500,300,0.6
Gujarat,AHMADABAD,Moong(Green Gram),2013,Kharif     ,633,336,0.53
Gujarat,AHMADABAD,Moong(Green Gram),2013,Summer     ,117,63,0.54
Gujarat,AHMADABAD,Moong(Green Gram),2014,Kharif     ,430,213,0.5
Gujarat,AHMADABAD,Moong(Green Gram),2014,Summer     ,267,155,0.58
Gujarat,AHMADABAD,Moong(Green Gram),2015,Kharif     ,1589,803,0.51
Gujarat,AHMADABAD,Moong(Green Gram),2015,Summer     ,715,377,0.53
Gujarat,AHMADABAD,Moong(Green Gram),2016,Kharif     ,6470,2937,0.45
Gujarat,AHMADABAD,Moong(Green Gram),2016,Summer     ,683,619,0.91
Gujarat,AHMADABAD,Moong(Green Gram),2017,Kharif     ,3910,2221,0.57
Gujarat,AHMADABAD,Moong(Green Gram),2017,Summer     ,615,349,0.57
Gujarat,AHMADABAD,Moong(Green Gram),2018,Kharif     ,2895,402,0.14
Gujarat,AHMADABAD,Moong(Green Gram),2018,Summer     ,383,452,1.18
Gujarat,AHMADABAD,Moong(Green Gram),2019,Kharif     ,737,490,0.66
Gujarat,AHMADABAD,Moong(Green Gram),2019,Summer     ,328,343,1.05
Gujarat,AHMADABAD,Moth,1997,Kharif     ,100,100,1
Gujarat,AHMADABAD,Moth,1998,Kharif     ,300,100,0.33
Gujarat,AHMADABAD,Moth,1999,Kharif     ,800,100,0.13
Gujarat,AHMADABAD,Moth,2000,Kharif     ,900,100,0.11
Gujarat,AHMADABAD,Moth,2001,Kharif     ,800,300,0.38
Gujarat,AHMADABAD,Moth,2002,Kharif     ,700,500,0.71
Gujarat,AHMADABAD,Moth,2003,Kharif     ,800,400,0.5
Gujarat,AHMADABAD,Moth,2005,Kharif     ,500,300,0.6
Gujarat,AHMADABAD,Moth,2006,Kharif     ,500,100,0.2
Gujarat,AHMADABAD,Moth,2007,Kharif     ,1400,800,0.57
Gujarat,AHMADABAD,Moth,2008,Kharif     ,2100,500,0.24
Gujarat,AHMADABAD,Moth,2009,Kharif     ,2300,700,0.3
Gujarat,AHMADABAD,Moth,2010,Kharif     ,2800,1700,0.61
Gujarat,AHMADABAD,Moth,2011,Kharif     ,4600,2900,0.63
Gujarat,AHMADABAD,Moth,2012,Kharif     ,1500,800,0.53
Gujarat,AHMADABAD,Moth,2013,Kharif     ,3405,2268,0.67
Gujarat,AHMADABAD,Moth,2014,Kharif     ,970,713,0.74
Gujarat,AHMADABAD,Moth,2015,Kharif     ,1660,1559,0.94
Gujarat,AHMADABAD,Moth,2016,Kharif     ,6194,2535,0.41
Gujarat,AHMADABAD,Moth,2017,Kharif     ,7038,5103,0.73
Gujarat,AHMADABAD,Moth,2018,Kharif     ,3260,590,0.18
Gujarat,AHMADABAD,Moth,2019,Kharif     ,1090,482,0.44
Gujarat,AHMADABAD,Oilseeds total,1998,Whole Year ,45800,78900,1.72
Gujarat,AHMADABAD,Onion,1998,Whole Year ,200,6700,33.5
Gujarat,AHMADABAD,Onion,2001,Whole Year ,100,3900,39
Gujarat,AHMADABAD,Onion,2002,Whole Year ,100,2700,27
Gujarat,AHMADABAD,Onion,2007,Whole Year ,600,19100,31.83
Gujarat,AHMADABAD,Onion,2010,Whole Year ,200,4100,20.5
Gujarat,AHMADABAD,Onion,2011,Rabi       ,100,2200,22
Gujarat,AHMADABAD,Onion,2015,Rabi       ,170,4578,26.93
Gujarat,AHMADABAD,Onion,2016,Rabi       ,63,1641,26.05
Gujarat,AHMADABAD,Onion,2017,Rabi       ,120,3441,28.68
Gujarat,AHMADABAD,Onion,2017,Summer     ,30,869,28.97
Gujarat,AHMADABAD,Other  Rabi pulses,2013,Rabi       ,90,68,0.76
Gujarat,AHMADABAD,Other  Rabi pulses,2017,Rabi       ,20,16,0.8
Gujarat,AHMADABAD,Other Cereals,1998,Kharif     ,400,200,0.5
Gujarat,AHMADABAD,Other Cereals,1999,Kharif     ,400,100,0.25
Gujarat,AHMADABAD,Other Cereals,2005,Rabi       ,3200,3100,0.97
Gujarat,AHMADABAD,Other Cereals,2006,Rabi       ,200,200,1
Gujarat,AHMADABAD,Other Cereals,2007,Kharif     ,300,200,0.67
Gujarat,AHMADABAD,Other Cereals,2007,Rabi       ,1200,1700,1.42
Gujarat,AHMADABAD,Other Cereals,2014,Kharif     ,50,28,0.56
Gujarat,AHMADABAD,Other Kharif pulses,1997,Kharif     ,400,200,0.5
Gujarat,AHMADABAD,Other Kharif pulses,1998,Kharif     ,700,300,0.43
Gujarat,AHMADABAD,Other Kharif pulses,1999,Kharif     ,200,400,2
Gujarat,AHMADABAD,Other Kharif pulses,2000,Kharif     ,400,100,0.25
Gujarat,AHMADABAD,Other Kharif pulses,2001,Kharif     ,800,400,0.5
Gujarat,AHMADABAD,Other Kharif pulses,2002,Kharif     ,4600,3500,0.76
Gujarat,AHMADABAD,Other Kharif pulses,2003,Kharif     ,2300,1400,0.61
Gujarat,AHMADABAD,Other Kharif pulses,2004,Kharif     ,800,500,0.63
Gujarat,AHMADABAD,Other Kharif pulses,2005,Kharif     ,6800,4500,0.66
Gujarat,AHMADABAD,Other Kharif pulses,2006,Kharif     ,3700,2300,0.62
Gujarat,AHMADABAD,Other Kharif pulses,2007,Kharif     ,1400,900,0.64
Gujarat,AHMADABAD,Other Kharif pulses,2008,Kharif     ,5900,3900,0.66
Gujarat,AHMADABAD,Other Kharif pulses,2009,Kharif     ,4100,3300,0.8
Gujarat,AHMADABAD,Other Kharif pulses,2010,Kharif     ,6000,3000,0.5
Gujarat,AHMADABAD,Other Kharif pulses,2011,Kharif     ,8000,3900,0.49
Gujarat,AHMADABAD,Other Kharif pulses,2012,Kharif     ,4200,1500,0.36
Gujarat,AHMADABAD,Other Kharif pulses,2013,Kharif     ,5469,2518,0.46
Gujarat,AHMADABAD,Other Kharif pulses,2014,Kharif     ,2640,1180,0.45
Gujarat,AHMADABAD,Other Kharif pulses,2015,Kharif     ,765,328,0.43
Gujarat,AHMADABAD,Other Kharif pulses,2016,Kharif     ,70,61,0.87
Gujarat,AHMADABAD,Other Kharif pulses,2017,Kharif     ,15,13,0.87
Gujarat,AHMADABAD,Other Kharif pulses,2019,Kharif     ,15,9,0.6
Gujarat,AHMADABAD,other oilseeds,2010,Kharif     ,50900,19000,0.37
Gujarat,AHMADABAD,other oilseeds,2011,Whole Year ,1900,900,0.47
Gujarat,AHMADABAD,Potato,1997,Whole Year ,2300,50000,21.74
Gujarat,AHMADABAD,Potato,1998,Whole Year ,3100,72300,23.32
Gujarat,AHMADABAD,Potato,1999,Whole Year ,2500,55500,22.2
Gujarat,AHMADABAD,Potato,2000,Whole Year ,2000,41200,20.6
Gujarat,AHMADABAD,Potato,2001,Whole Year ,2100,45700,21.76
Gujarat,AHMADABAD,Potato,2002,Whole Year ,900,20500,22.78
Gujarat,AHMADABAD,Potato,2007,Whole Year ,1400,33500,23.93
Gujarat,AHMADABAD,Potato,2014,Whole Year ,1180,30289,25.67
Gujarat,AHMADABAD,Potato,2016,Whole Year ,46,1180,25.65
Gujarat,AHMADABAD,Potato,2017,Whole Year ,52,1439,27.67
Gujarat,AHMADABAD,Potato,2019,Whole Year ,80,2419,30.24
Gujarat,AHMADABAD,Rapeseed &Mustard,1997,Rabi       ,9000,9400,1.04
Gujarat,AHMADABAD,Rapeseed &Mustard,1998,Rabi       ,6300,6300,1
Gujarat,AHMADABAD,Rapeseed &Mustard,1999,Rabi       ,8100,7700,0.95
Gujarat,AHMADABAD,Rapeseed &Mustard,2000,Rabi       ,1100,1300,1.18
Gujarat,AHMADABAD,Rapeseed &Mustard,2001,Rabi       ,2000,1900,0.95
Gujarat,AHMADABAD,Rapeseed &Mustard,2002,Rabi       ,2100,2100,1
Gujarat,AHMADABAD,Rapeseed &Mustard,2003,Rabi       ,2500,3400,1.36
Gujarat,AHMADABAD,Rapeseed &Mustard,2004,Rabi       ,2800,4200,1.5
Gujarat,AHMADABAD,Rapeseed &Mustard,2005,Rabi       ,2900,3400,1.17
Gujarat,AHMADABAD,Rapeseed &Mustard,2006,Rabi       ,1900,1800,0.95
Gujarat,AHMADABAD,Rapeseed &Mustard,2007,Rabi       ,1500,2000,1.33
Gujarat,AHMADABAD,Rapeseed &Mustard,2008,Rabi       ,1600,1800,1.13
Gujarat,AHMADABAD,Rapeseed &Mustard,2009,Rabi       ,1100,1400,1.27
Gujarat,AHMADABAD,Rapeseed &Mustard,2010,Rabi       ,1200,1900,1.58
Gujarat,AHMADABAD,Rapeseed &Mustard,2011,Rabi       ,1800,2800,1.56
Gujarat,AHMADABAD,Rapeseed &Mustard,2012,Rabi       ,500,900,1.8
Gujarat,AHMADABAD,Rapeseed &Mustard,2013,Rabi       ,1342,2367,1.76
Gujarat,AHMADABAD,Rapeseed &Mustard,2014,Rabi       ,593,1079,1.82
Gujarat,AHMADABAD,Rapeseed &Mustard,2015,Rabi       ,743,1080,1.45
Gujarat,AHMADABAD,Rapeseed &Mustard,2016,Rabi       ,514,910,1.77
Gujarat,AHMADABAD,Rapeseed &Mustard,2017,Rabi       ,474,857,1.81
Gujarat,AHMADABAD,Rapeseed &Mustard,2018,Rabi       ,378,674,1.78
Gujarat,AHMADABAD,Rapeseed &Mustard,2019,Rabi       ,115,222,1.93
Gujarat,AHMADABAD,Rice,1997,Whole Year ,75300,114500,1.52
Gujarat,AHMADABAD,Rice,1998,Kharif     ,52200,72600,1.39
Gujarat,AHMADABAD,Rice,1999,Kharif     ,75100,78900,1.05
Gujarat,AHMADABAD,Rice,2000,Kharif     ,84100,37500,0.45
Gujarat,AHMADABAD,Rice,2001,Kharif     ,82000,144300,1.76
Gujarat,AHMADABAD,Rice,2002,Kharif     ,47500,39300,0.83
Gujarat,AHMADABAD,Rice,2003,Kharif     ,83200,197600,2.38
Gujarat,AHMADABAD,Rice,2004,Kharif     ,78900,176000,2.23
Gujarat,AHMADABAD,Rice,2004,Summer     ,100,200,2
Gujarat,AHMADABAD,Rice,2005,Kharif     ,94800,235500,2.48
Gujarat,AHMADABAD,Rice,2005,Summer     ,1000,2900,2.9
Gujarat,AHMADABAD,Rice,2006,Kharif     ,97300,178800,1.84
Gujarat,AHMADABAD,Rice,2006,Summer     ,2800,8100,2.89
Gujarat,AHMADABAD,Rice,2007,Kharif     ,105200,214100,2.04
Gujarat,AHMADABAD,Rice,2007,Summer     ,2800,8600,3.07
Gujarat,AHMADABAD,Rice,2008,Kharif     ,96100,175500,1.83
Gujarat,AHMADABAD,Rice,2008,Summer     ,2300,6400,2.78
Gujarat,AHMADABAD,Rice,2009,Kharif     ,83700,209200,2.5
Gujarat,AHMADABAD,Rice,2009,Summer     ,5300,17100,3.23
Gujarat,AHMADABAD,Rice,2010,Kharif     ,103500,273600,2.64
Gujarat,AHMADABAD,Rice,2010,Summer     ,10000,36700,3.67
Gujarat,AHMADABAD,Rice,2011,Kharif     ,119000,311000,2.61
Gujarat,AHMADABAD,Rice,2011,Summer     ,14100,54600,3.87
Gujarat,AHMADABAD,Rice,2012,Kharif     ,107800,212600,1.97
Gujarat,AHMADABAD,Rice,2012,Summer     ,4700,13100,2.79
Gujarat,AHMADABAD,Rice,2013,Kharif     ,112760,263994,2.34
Gujarat,AHMADABAD,Rice,2013,Summer     ,3752,12287,3.27
Gujarat,AHMADABAD,Rice,2014,Kharif     ,116904,305692,2.61
Gujarat,AHMADABAD,Rice,2014,Summer     ,8530,30715,3.6
Gujarat,AHMADABAD,Rice,2015,Kharif     ,113930,287425,2.52
Gujarat,AHMADABAD,Rice,2015,Summer     ,10355,35833,3.46
Gujarat,AHMADABAD,Rice,2016,Kharif     ,119870,311998,2.6
Gujarat,AHMADABAD,Rice,2016,Summer     ,27900,95566,3.43
Gujarat,AHMADABAD,Rice,2017,Kharif     ,117955,253359,2.15
Gujarat,AHMADABAD,Rice,2017,Summer     ,33885,89670,2.65
Gujarat,AHMADABAD,Rice,2018,Kharif     ,113463,149704,1.32
Gujarat,AHMADABAD,Rice,2018,Summer     ,9807,35305,3.6
Gujarat,AHMADABAD,Rice,2019,Kharif     ,133051,271922,2.04
Gujarat,AHMADABAD,Rice,2019,Summer     ,17045,57069,3.35
Gujarat,AHMADABAD,Sesamum,1997,Whole Year ,9300,6800,0.73
Gujarat,AHMADABAD,Sesamum,1998,Kharif     ,9900,5900,0.6
Gujarat,AHMADABAD,Sesamum,1999,Kharif     ,8000,3800,0.48
Gujarat,AHMADABAD,Sesamum,2000,Kharif     ,6400,1000,0.16
Gujarat,AHMADABAD,Sesamum,2001,Kharif     ,4100,2300,0.56
Gujarat,AHMADABAD,Sesamum,2002,Kharif     ,10400,4600,0.44
Gujarat,AHMADABAD,Sesamum,2003,Kharif     ,15300,8000,0.52
Gujarat,AHMADABAD,Sesamum,2004,Kharif     ,14300,2700,0.19
Gujarat,AHMADABAD,Sesamum,2005,Kharif     ,10800,2800,0.26
Gujarat,AHMADABAD,Sesamum,2006,Kharif     ,8400,2100,0.25
Gujarat,AHMADABAD,Sesamum,2007,Kharif     ,7700,2100,0.27
Gujarat,AHMADABAD,Sesamum,2008,Kharif     ,7100,2400,0.34
Gujarat,AHMADABAD,Sesamum,2009,Kharif     ,4700,1300,0.28
Gujarat,AHMADABAD,Sesamum,2010,Kharif     ,4800,1900,0.4
Gujarat,AHMADABAD,Sesamum,2011,Kharif     ,3200,1400,0.44
Gujarat,AHMADABAD,Sesamum,2012,Kharif     ,1600,800,0.5
Gujarat,AHMADABAD,Sesamum,2013,Kharif     ,1538,609,0.4
Gujarat,AHMADABAD,Sesamum,2013,Summer     ,150,75,0.5
Gujarat,AHMADABAD,Sesamum,2014,Kharif     ,491,292,0.59
Gujarat,AHMADABAD,Sesamum,2014,Summer     ,151,75,0.5
Gujarat,AHMADABAD,Sesamum,2015,Kharif     ,1282,435,0.34
Gujarat,AHMADABAD,Sesamum,2015,Summer     ,145,72,0.5
Gujarat,AHMADABAD,Sesamum,2016,Kharif     ,1314,702,0.53
Gujarat,AHMADABAD,Sesamum,2016,Summer     ,80,40,0.5
Gujarat,AHMADABAD,Sesamum,2017,Kharif     ,894,403,0.45
Gujarat,AHMADABAD,Sesamum,2018,Kharif     ,522,282,0.54
Gujarat,AHMADABAD,Sesamum,2018,Summer     ,10,5,0.5
Gujarat,AHMADABAD,Sesamum,2019,Kharif     ,641,241,0.38
Gujarat,AHMADABAD,Sesamum,2019,Summer     ,40,21,0.53
Gujarat,AHMADABAD,Small millets,1998,Kharif     ,400,200,0.5
Gujarat,AHMADABAD,Small millets,1999,Kharif     ,400,100,0.25
Gujarat,AHMADABAD,Small millets,2002,Rabi       ,100,0,0
Gujarat,AHMADABAD,Soyabean,2015,Kharif     ,10,8,0.8
Gujarat,AHMADABAD,Soyabean,2017,Kharif     ,2,2,1
Gujarat,AHMADABAD,Soyabean,2018,Kharif     ,2,2,1
Gujarat,AHMADABAD,Sugarcane,1997,Whole Year ,600,39000,65
Gujarat,AHMADABAD,Sugarcane,1998,Whole Year ,600,41000,68.33
Gujarat,AHMADABAD,Sugarcane,1999,Whole Year ,600,39000,65
Gujarat,AHMADABAD,Sugarcane,2000,Whole Year ,800,59000,73.75
Gujarat,AHMADABAD,Sugarcane,2001,Whole Year ,500,38000,76
Gujarat,AHMADABAD,Sugarcane,2002,Whole Year ,500,32000,64
Gujarat,AHMADABAD,Sugarcane,2003,Whole Year ,300,22000,73.33
Gujarat,AHMADABAD,Sugarcane,2004,Whole Year ,100,5000,50
Gujarat,AHMADABAD,Sugarcane,2005,Whole Year ,100,9000,90
Gujarat,AHMADABAD,Sugarcane,2007,Whole Year ,100,5000,50
Gujarat,AHMADABAD,Sugarcane,2008,Whole Year ,100,4000,40
Gujarat,AHMADABAD,Sugarcane,2009,Whole Year ,100,5000,50
Gujarat,AHMADABAD,Sugarcane,2010,Whole Year ,100,7000,70
Gujarat,AHMADABAD,Tobacco,1997,Whole Year ,1200,2100,1.75
Gujarat,AHMADABAD,Tobacco,1998,Whole Year ,500,900,1.8
Gujarat,AHMADABAD,Tobacco,1999,Whole Year ,800,1500,1.88
Gujarat,AHMADABAD,Tobacco,2000,Whole Year ,1000,1700,1.7
Gujarat,AHMADABAD,Tobacco,2001,Whole Year ,1000,1800,1.8
Gujarat,AHMADABAD,Tobacco,2002,Whole Year ,1000,1800,1.8
Gujarat,AHMADABAD,Tobacco,2003,Whole Year ,1000,1800,1.8
Gujarat,AHMADABAD,Tobacco,2004,Whole Year ,1000,1600,1.6
Gujarat,AHMADABAD,Tobacco,2005,Whole Year ,700,1000,1.43
Gujarat,AHMADABAD,Tobacco,2008,Kharif     ,600,900,1.5
Gujarat,AHMADABAD,Tobacco,2010,Kharif     ,200,400,2
Gujarat,AHMADABAD,Tobacco,2011,Kharif     ,100,100,1
Gujarat,AHMADABAD,Tobacco,2012,Kharif     ,100,200,2
Gujarat,AHMADABAD,Tobacco,2012,Rabi       ,100,100,1
Gujarat,AHMADABAD,Tobacco,2013,Kharif     ,50,97,1.94
Gujarat,AHMADABAD,Tobacco,2013,Rabi       ,55,110,2
Gujarat,AHMADABAD,Tobacco,2014,Rabi       ,55,86,1.56
Gujarat,AHMADABAD,Tobacco,2015,Kharif     ,5,10,2
Gujarat,AHMADABAD,Tobacco,2015,Rabi       ,80,139,1.74
Gujarat,AHMADABAD,Tobacco,2016,Kharif     ,80,157,1.96
Gujarat,AHMADABAD,Tobacco,2017,Rabi       ,113,394,3.49
Gujarat,AHMADABAD,Tobacco,2018,Kharif     ,15,28,1.87
Gujarat,AHMADABAD,Tobacco,2019,Kharif     ,22,43,1.95
Gujarat,AHMADABAD,Tobacco,2019,Rabi       ,52,134,2.58
Gujarat,AHMADABAD,Urad,1997,Kharif     ,1300,1100,0.85
Gujarat,AHMADABAD,Urad,1998,Kharif     ,1300,900,0.69
Gujarat,AHMADABAD,Urad,1999,Kharif     ,1400,300,0.21
Gujarat,AHMADABAD,Urad,2000,Kharif     ,800,200,0.25
Gujarat,AHMADABAD,Urad,2001,Kharif     ,800,500,0.63
Gujarat,AHMADABAD,Urad,2002,Kharif     ,1400,500,0.36
Gujarat,AHMADABAD,Urad,2003,Kharif     ,700,500,0.71
Gujarat,AHMADABAD,Urad,2004,Kharif     ,300,200,0.67
Gujarat,AHMADABAD,Urad,2005,Kharif     ,400,300,0.75
Gujarat,AHMADABAD,Urad,2006,Kharif     ,200,100,0.5
Gujarat,AHMADABAD,Urad,2007,Kharif     ,1200,800,0.67
Gujarat,AHMADABAD,Urad,2008,Kharif     ,1300,700,0.54
Gujarat,AHMADABAD,Urad,2009,Kharif     ,1200,700,0.58
Gujarat,AHMADABAD,Urad,2010,Kharif     ,1300,800,0.62
Gujarat,AHMADABAD,Urad,2011,Kharif     ,600,500,0.83
